learner_token,activity_date,cohort_month,deployment_month_number,activities_started_today,activities_completed_today,certifications_earned_today,categories_active_today,activities_started_total,activities_completed_total,certifications_earned_total,session_count,engaged_session_count,avg_words_per_session,scaffold_clarification_per_session,scaffold_decomposition_per_session,scaffold_consecutive_correction_runs,scaffold_convergence_trend,reasoning_level_0,reasoning_level_1,reasoning_level_2,reasoning_level_3,reasoning_chain_count,metacog_verification_rate,metacog_reactive_rate,metacog_strategic_rate,ai_prof_application_score,ai_prof_ethics_score,ai_prof_understanding_score,ai_prof_verification_score,ai_prof_min_score,ai_prof_cert_level,cognitive_score,critical_thinking_score,problem_solving_score,creativity_score,pue_score,pue_energy_constraint_pct,pue_market_pricing_pct,pue_enterprise_planning_pct,pue_learner_initiated_pct,pue_multi_domain_pct,pue_local_context_pct,role_readiness_signal,role_teaching_intent_count,role_community_application_count,role_enterprise_orientation_count,role_intergenerational_count,peer_diffusion_signal,cert_attempted_count,cert_passed_count,cert_avg_score,cert_names_passed,ci_tracks_active_count,ci_certs_passed_count,artifact_produced,artifact_quality_score,artifact_goal_specificity,artifact_resource_spec,artifact_implementation_steps,artifact_constraint_integration,artifact_quantitative_reasoning,artifact_feasibility,is_persistent_learner,site
030ebc8d09b0c73e8903defdd164d138,2025-10-12,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-13,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-14,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-15,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-16,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-17,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-18,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-19,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-20,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-21,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-22,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-23,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-24,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-25,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-26,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-27,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-28,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-29,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-30,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
030ebc8d09b0c73e8903defdd164d138,2025-10-31,2025-10-01,5,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,50.00,55.00,60.00,70.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0484fd315a0b818aa76d04a3a57c0f3c,2026-04-20,2026-04-01,11,117,3,0,"[""AI Proficiency"",""Certification"",""Image Generation"",""Oral Expression"",""Skills"",""Tech Workshop""]",117,3,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-01,2025-08-01,3,0,0,0,null,0,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-02,2025-08-01,3,0,0,0,null,0,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-03,2025-08-01,3,0,0,0,null,0,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-04,2025-08-01,3,0,0,0,null,0,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-05,2025-08-01,3,0,0,0,null,0,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-06,2025-08-01,3,0,0,0,null,0,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-07,2025-08-01,3,0,0,0,null,0,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-08,2025-08-01,3,0,0,0,null,0,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-09,2025-08-01,3,0,0,0,null,0,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-10,2025-08-01,3,0,0,0,null,0,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-11,2025-08-01,3,0,0,0,null,0,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-12,2025-08-01,3,0,0,0,null,0,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-13,2025-08-01,3,86,0,0,"[""AI Proficiency"",""Applied Creativity"",""Collaborative Project"",""Communications"",""Critical Thinking"",""Digital Fluency"",""Problem Solving"",""Vibe Coding""]",86,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-14,2025-08-01,3,0,0,0,null,86,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-15,2025-08-01,3,40,0,0,"[""AI Proficiency"",""Applied Creativity"",""Collaborative Project"",""Communications"",""Critical Thinking"",""Problem Solving"",""Vibe Coding""]",126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-16,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-17,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-18,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-19,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-20,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-21,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-22,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-23,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-24,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-25,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-26,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-27,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-28,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-29,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-30,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
06895d8f3c621280e7c8b702d33fa3e4,2025-08-31,2025-08-01,3,0,0,0,null,126,0,0,0,0,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,65.00,55.00,60.00,50.00,45.00,null,null,null,null,null,null,null,0,0,0,0,null,0,0,null,null,0,0,null,null,null,null,null,null,null,null,null,Oloibiri
073d512fb30133803e3bba976c18ee28,2026-04-08,2026-04-01,11,144,0,0,"[""AI Proficiency"",""Skills"",""Tech Workshop""]",144,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2025-11-21,2025-11-01,6,74,0,0,"[""AI Proficiency"",""Applied Creativity"",""Collaborative Project"",""Communications"",""Critical Thinking"",""Digital Fluency"",""Problem Solving"",""Vibe Coding""]",74,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-02-20,2026-02-01,9,1,0,0,"[""AI Learning""]",75,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-02-24,2026-02-01,9,1,0,0,null,76,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-03-01,2026-03-01,10,1,0,0,"[""AI Learning""]",77,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-03-07,2026-03-01,10,1,0,0,"[""Oral Expression""]",78,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-03-08,2026-03-01,10,2,0,0,"[""Oral Expression""]",80,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-03-10,2026-03-01,10,2,0,0,"[""AI Learning"",""Oral Expression""]",82,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oloibiri
